"id","foreign_key_id","source","required_skill","skill_esco","is_new_skill","skill_type","reuselevel"
"10557","569882","jobfind","Ability to work in a fast-paced environment with a team","work in teams","0","skill/competence","transversal"
"10558","569884","jobfind","English language skills","english","0","knowledge","transversal"
"10559","569884","jobfind","Computer knowledge","have computer literacy","0","skill/competence","cross-sector"
"10560","569886","jobfind","Good communication skills in English","communicate in english in a competent way","0","skill/competence","sector-specific"
"10561","569886","jobfind","Second language will be appreciated","modern languages","0","knowledge","cross-sector"
"10562","569886","jobfind","Pleasant friendly professional appearance and behavior","take care of personal appearance","0","skill/competence","cross-sector"
"10563","569886","jobfind","Orientation in customer service and satisfaction","communicate with customers","0","skill/competence","cross-sector"
"10564","569886","jobfind","Knowledge of hygiene and safety procedures","attend to hygiene","0","skill/competence","transversal"
"10565","569887","jobfind","Good communication skills in English","communicate in english in a competent way","0","skill/competence","sector-specific"
"10566","569887","jobfind","Second language will be appreciated","modern languages","0","knowledge","cross-sector"
"10567","569887","jobfind","Knowledge of customer service and satisfaction principles","satisfy customers","0","skill/competence","cross-sector"
"10568","569887","jobfind","Hygiene and safety procedures knowledge","health, safety and hygiene legislation","0","knowledge","cross-sector"
"10569","569888","jobfind","Organization responsibility","assume responsibility for the management of a business","0","skill/competence","cross-sector"
"10570","569888","jobfind","Consequence efficiency","work efficiently","0","skill/competence","transversal"
"10571","569889","jobfind","Supervision skills","supervision of persons","0","knowledge","cross-sector"
"10572","569891","jobfind","Previous baking experience","bake goods","0","skill/competence","sector-specific"
"10573","569903","jobfind","Excellent English level","english","0","knowledge","transversal"
"10574","569903","jobfind","Lower call center service knowledge","call-centre technologies","0","knowledge","cross-sector"
"10575","569906","jobfind","Good looking appearance","take care of personal appearance","0","skill/competence","cross-sector"
"10576","569906","jobfind","English language proficiency","english","0","knowledge","transversal"
"10577","569909","jobfind","Knowledge of English","english","0","knowledge","transversal"
"10578","569909","jobfind","Computer skills","use a computer","0","skill/competence","cross-sector"
"10579","569910","jobfind","Ability to work effectively under pressure","cope with pressure","0","skill/competence","transversal"
"10580","569911","jobfind","English","english","0","knowledge","transversal"
"10581","569914","jobfind","Adequate knowledge of the English language","english","0","knowledge","transversal"
"10582","569923","jobfind","Very good knowledge of English language","english","0","knowledge","transversal"
"10583","569923","jobfind","Second foreign language (asset)","foreign languages for international careers","0","knowledge","cross-sector"
"10584","569923","jobfind","Computer knowledge","have computer literacy","0","skill/competence","cross-sector"
"10585","569923","jobfind","Microsoft Office","office software","0","knowledge","cross-sector"
"10586","569923","jobfind","Interpersonal relationships","communication","0","knowledge","cross-sector"
"10587","569924","jobfind","Teamwork","team building","0","knowledge","occupation-specific"
"10588","569924","jobfind","Workability","work efficiently","0","skill/competence","transversal"
"10589","569924","jobfind","Responsibility","show responsibility","0","skill/competence","cross-sector"
"10590","569924","jobfind","Time management","manage time","0","skill/competence","transversal"
"10591","569924","jobfind","Attention to detail","attention to detail","0","knowledge","cross-sector"
"10592","569924","jobfind","Observation and methodology","observe human behaviour","0","skill/competence","cross-sector"
"10593","569924","jobfind","Good knowledge of Greek, English, and vocals","greek","0","knowledge","transversal"
"10594","569924","jobfind","Good physical condition","provide fitness information","0","skill/competence","sector-specific"
"10595","569924","jobfind","Discreet behavior and confidentiality","act discreetly","0","skill/competence","sector-specific"
"10596","569926","jobfind","Knowledge of the English language","english","0","knowledge","transversal"
"10597","569926","jobfind","Knowledge of the English language","english","0","knowledge","transversal"
"10598","569927","jobfind","Good knowledge of Excel","use microsoft office","0","skill/competence","cross-sector"
"10599","569927","jobfind","Good knowledge of English language","english","0","knowledge","transversal"
"10600","569927","jobfind","Orientation in customer service","communicate with customers","0","skill/competence","cross-sector"
"10601","569927","jobfind","Effective cooperation with colleagues and supervisors","cooperate with colleagues","0","skill/competence","cross-sector"
"10602","569927","jobfind","Group spirit and good communication","work as a team","0","skill/competence","cross-sector"
"10603","569927","jobfind","Good interpersonal relations","maintain working relationships","0","skill/competence","cross-sector"
"10604","569927","jobfind","Detailed thinking and organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"10605","569928","jobfind","Good organization and proper priorities","prioritise tasks","0","skill/competence","cross-sector"
"10606","569928","jobfind","Group spirit and good communication","work as a team","0","skill/competence","cross-sector"
"10607","569928","jobfind","Good interpersonal relationships","maintain working relationships","0","skill/competence","cross-sector"
"10608","569928","jobfind","Computer knowledge (MS Office-Navision)","office software","0","knowledge","cross-sector"
"10609","569928","jobfind","Good knowledge of English","english","0","knowledge","transversal"
"10610","569928","jobfind","Skill and experience in assembly","assemble goods","0","skill/competence","cross-sector"
"10611","569928","jobfind","Driving license for machines","drive vehicles","0","skill/competence","cross-sector"
"10612","569929","jobfind","Communication skills","communication principles","0","knowledge","cross-sector"
"10613","569929","jobfind","Flexible hours","schedule shifts","0","skill/competence","cross-sector"
"10614","569929","jobfind","Basic English language knowledge","english","0","knowledge","transversal"
"10615","569932","jobfind","Excellent English","understand written english","0","skill/competence","transversal"
"10616","569932","jobfind","Knowledge of MS Office tools","office software","0","knowledge","cross-sector"
"10617","569932","jobfind","Ability to travel","accompany people","0","skill/competence","sector-specific"
"10618","569932","jobfind","Negotiation skills","handle conflicts","0","skill/competence","cross-sector"
"10619","569932","jobfind","Communication and dynamic character","communication","0","knowledge","cross-sector"
"10620","569932","jobfind","Ability to create long-term and stable relationships","maintain working relationships","0","skill/competence","cross-sector"
"10621","515044","skywalker","High spirit of cooperation and teamwork","work as a team","0","skill/competence","cross-sector"
"10622","515044","skywalker","Flexibility and adaptability","adapt to change","0","skill/competence","transversal"
"10623","515494","skywalker","Fluent command of English and Greek","interact verbally in greek","0","skill/competence","transversal"
"10624","515494","skywalker","Excellent communication and interpersonal skills","be attentive","0","skill/competence","occupation-specific"
"10625","515494","skywalker","Great team player","lead a team","0","skill/competence","cross-sector"
"10626","515494","skywalker","Positive attitude","demonstrate enthusiasm","0","skill/competence","transversal"
"10627","515494","skywalker","Familiarity with Micros POS","microassembly","0","knowledge","cross-sector"
"10628","515494","skywalker","Advanced knowledge of wine (a plus)","wine related sciences","0","knowledge","sector-specific"
"10629","515495","skywalker","Great leadership skills","lead others","0","skill/competence","transversal"
"10630","515495","skywalker","Ability to supervise a team","lead a team","0","skill/competence","cross-sector"
"10631","515495","skywalker","Strong interest in expanding expertise in wine","wine related sciences","0","knowledge","sector-specific"
"10632","515495","skywalker","Fluent command of English and Greek","interact verbally in greek","0","skill/competence","transversal"
"10633","515495","skywalker","Excellent communication and interpersonal skills","be attentive","0","skill/competence","occupation-specific"
"10634","515495","skywalker","Good understanding of restaurant operations and Micros POS systems","food service operations","0","knowledge","occupation-specific"
"10635","515496","skywalker","Food safety knowledge","food safety principles","0","knowledge","sector-specific"
"10636","515496","skywalker","Hygiene knowledge","maintain personal hygiene standards","0","skill/competence","cross-sector"
"10637","515496","skywalker","Kitchen operations knowledge","handle kitchen equipment according to the requirements","0","skill/competence","sector-specific"
"10638","515496","skywalker","Leadership skills","provide leadership","0","skill/competence","cross-sector"
"10639","515496","skywalker","Communication skills","communication principles","0","knowledge","cross-sector"
"10640","515496","skywalker","Strong knowledge of food safety and hygiene","food safety principles","0","knowledge","sector-specific"
"10641","515496","skywalker","Passion for cultural excellence and innovation","renew artistic practice","0","skill/competence","cross-sector"
"10642","515497","skywalker","Strong leadership, organizational and problem-solving skills","leadership principles","0","knowledge","cross-sector"
"10643","515497","skywalker","Excellent communication and guest service skills","manage guest support services","0","skill/competence","occupation-specific"
"10644","515497","skywalker","Proficiency in Greek and English (additional languages are an asset)","speak different languages","0","skill/competence","cross-sector"
"10645","515497","skywalker","Familiarity with POS systems, innovation management and fb software","social media management","0","knowledge","cross-sector"
"10646","515498","skywalker","Service knowledge within a luxury service environment","communicate with customers","0","skill/competence","cross-sector"
"10647","515498","skywalker","SOPs fluency in Greek and English","understand spoken greek","0","skill/competence","transversal"
"10648","515498","skywalker","Additional language knowledge (optional)","modern languages","0","knowledge","cross-sector"
"10649","515499","skywalker","Strong communication and interpersonal skills","assertiveness","0","knowledge","sector-specific"
"10650","515499","skywalker","Excellent time-management and organizational skills","work efficiently","0","skill/competence","transversal"
"10651","515499","skywalker","Ability to prioritize tasks","prioritise tasks","0","skill/competence","cross-sector"
"10652","515499","skywalker","Proficient knowledge of English language and MS Office","english","0","knowledge","transversal"
"10653","515499","skywalker","Confidence and decisiveness","make decisions","0","skill/competence","transversal"
"10654","515499","skywalker","Computer literacy with PMS and CRM software","have computer literacy","0","skill/competence","cross-sector"
"10655","515499","skywalker","Strategic overview and analytical skills","think analytically","0","skill/competence","cross-sector"
"10656","515500","skywalker","Handling all necessary kitchen tools and equipment","handle kitchen equipment according to the requirements","0","skill/competence","sector-specific"
"10657","515500","skywalker","Good knowledge of English (spoken and written)","english","0","knowledge","transversal"
"10658","515500","skywalker","Strong communication skills","be attentive","0","skill/competence","occupation-specific"
"10659","515500","skywalker","Team spirit and positive mood for cooperation","work as a team","0","skill/competence","cross-sector"
"10660","515500","skywalker","Experience in a similar location in 4 or 5 star hotels with special preference in the banquet sector","hotel operations","0","knowledge","occupation-specific"
"10661","515500","skywalker","Knowledge to manufacture products of Greek and international cuisine, specialization in bakery and hot desserts","bakery products","0","knowledge","sector-specific"
"10662","515501","skywalker","Understanding various methods, materials, equipment, and cooking procedures","use cooking techniques","0","skill/competence","sector-specific"
"10663","515501","skywalker","Accuracy and speed in task execution","execute working instructions","0","skill/competence","cross-sector"
"10664","515501","skywalker","Spirit of cooperation and teamwork","teamwork principles","0","knowledge","cross-sector"
"10665","515502","skywalker","Strong command of English","communicate in english in a competent way","0","skill/competence","sector-specific"
"10666","515502","skywalker","Knowledge of Pylon Touch POS","pneumatics","0","knowledge","cross-sector"
"10667","515502","skywalker","High-standard customer service practices","maintain customer service","0","skill/competence","cross-sector"
"10668","515502","skywalker","Experience in hospitality, cultural art or bar studies","hotel operations","0","knowledge","occupation-specific"
"10669","515502","skywalker","Certifications in foreign languages","foreign languages for international careers","0","knowledge","cross-sector"
"10670","515503","skywalker","Strong English communication skills","communicate in english in a competent way","0","skill/competence","sector-specific"
"10671","515503","skywalker","Prior experience with POS systems (a plus)","operate dealership management system","0","skill/competence","sector-specific"
"10672","515503","skywalker","High-standard customer service","deliver outstanding service","0","skill/competence","cross-sector"
"10673","515503","skywalker","Ability to manage tasks efficiently under pressure","cope with pressure","0","skill/competence","transversal"
"10674","515504","skywalker","Strong English communication skills","communicate in english in a competent way","0","skill/competence","sector-specific"
"10675","515504","skywalker","Prior experience with POS systems is a plus","operate dealership management system","0","skill/competence","sector-specific"
"10676","515504","skywalker","Previous experience or willingness to learn high-standard customer service","satisfy customers","0","skill/competence","cross-sector"
"10677","515506","skywalker","Excellent knowledge of Opera PMS","prompt performers","0","skill/competence","sector-specific"
"10678","515506","skywalker","Excellent English language skills","english","0","knowledge","transversal"
"10679","515506","skywalker","Knowledge of additional languages (asset)","speak different languages","0","skill/competence","cross-sector"
"10680","515506","skywalker","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"10681","515506","skywalker","Prioritization, organization, attention to detail, speed, accuracy, and monitoring","attention to detail","0","knowledge","cross-sector"
"10682","515506","skywalker","Understanding customer service needs","identify customer's needs","0","skill/competence","sector-specific"
"10683","515506","skywalker","Orientation to customer service","communicate with customers","0","skill/competence","cross-sector"
"10684","515506","skywalker","Team spirit","team building","0","knowledge","occupation-specific"
"10685","515506","skywalker","Sales orientation","sales activities","0","knowledge","sector-specific"
"10686","515506","skywalker","Organisational and management skills","own management skills","0","skill/competence","occupation-specific"
"10687","515506","skywalker","Good look with a positive attitude","take care of personal appearance","0","skill/competence","cross-sector"
"10688","515520","skywalker","Good knowledge of English or German language","german","0","knowledge","transversal"
"10689","515601","skywalker","Responsibility","show responsibility","0","skill/competence","cross-sector"
"10690","515601","skywalker","Professionalism","show professional responsibility","0","skill/competence","cross-sector"
"10691","515601","skywalker","Consequence","issue fines","0","skill/competence","sector-specific"
"10692","515601","skywalker","Group spirit","team building","0","knowledge","occupation-specific"
"10693","515663","skywalker","Knowledge in pastry items such as hard biscuit yeasts and tarts","bakery products","0","knowledge","sector-specific"
"10694","515663","skywalker","Catering pastry knowledge (appreciated)","cook pastry products","0","skill/competence","sector-specific"
"10695","515663","skywalker","Excellent knowledge of ingredients and sweet technology","select adequate ingredients","0","skill/competence","cross-sector"
"10696","515663","skywalker","Ability to work at a fast pace with adaptation of new pastry techniques and trends","create innovative desserts","0","skill/competence","occupation-specific"
"10697","515663","skywalker","Time management and efficient work capability","work efficiently","0","skill/competence","transversal"
"10698","515663","skywalker","Creativity, imagination, pressure work capability, responsibility, professionalism, group spirit and cooperation","stimulate creativity in the team","0","skill/competence","cross-sector"
"10699","515695","skywalker","Working capacity in a group","work in teams","0","skill/competence","transversal"
"10700","515701","skywalker","Flexibility and adaptability in a group setting","work as a team","0","skill/competence","cross-sector"
"10701","515701","skywalker","Knowledge of hygiene and safety procedures","attend to hygiene","0","skill/competence","transversal"
"10702","515713","skywalker","Excellent knowledge of English and German","german","0","knowledge","transversal"
"10703","515713","skywalker","Knowledge of French and/or Italian language (will be taken into account)","italian","0","knowledge","transversal"
"10704","515713","skywalker","Good knowledge of hotel programs","hotel operations","0","knowledge","occupation-specific"
"10705","515713","skywalker","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"10706","515713","skywalker","Customer-centric approach and orientation in customer service","communicate with customers","0","skill/competence","cross-sector"
"10707","515713","skywalker","Featured presence, group spirit, and responsibility","teamwork principles","0","knowledge","cross-sector"
"10708","515714","skywalker","Excellent knowledge of English language on an oral level","communicate in english in a competent way","0","skill/competence","sector-specific"
"10709","515714","skywalker","Knowledge of extra languages will be appreciated","modern languages","0","knowledge","cross-sector"
"10710","515714","skywalker","Developed communication skills and commitment to customer service","establish customer rapport","0","skill/competence","cross-sector"
"10711","407881","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"10712","407881","kariera","Customer service","customer service","0","knowledge","sector-specific"
"10713","407881","kariera","Knowledge of H/Y communication","communication","0","knowledge","cross-sector"
"10714","407882","kariera","Desired knowledge of Epsilon Net Accounting programs","accounting","0","knowledge","cross-sector"
"10715","407883","kariera","Commercial order management","process customer orders","0","skill/competence","cross-sector"
"10716","407883","kariera","Import process understanding","apply import strategies","0","skill/competence","sector-specific"
"10717","407883","kariera","English language skills (very good knowledge)","english","0","knowledge","transversal"
"10718","407883","kariera","Organization and attention to detail","attention to detail","0","knowledge","cross-sector"
"10719","407883","kariera","Adaptability and flexibility","adapt to change","0","skill/competence","transversal"
"10720","407883","kariera","Communication and task management","handle tasks independently","0","skill/competence","sector-specific"
"10721","407883","kariera","Familiarity with commercial order management and import process understanding","process customer orders","0","skill/competence","cross-sector"
"10722","407885","kariera","Knowledge of English language","english","0","knowledge","transversal"
"10723","407888","kariera","German language","german","0","knowledge","transversal"
"10724","407888","kariera","English language","english","0","knowledge","transversal"
"10725","407888","kariera","Knowledge of the Protel hotel program (desirable)","hotel operations","0","knowledge","occupation-specific"
"10726","407889","kariera","Active listening and determination","listen actively","0","skill/competence","cross-sector"
"10727","407889","kariera","Fastness and flexibility in shifts","coordinate shifts","0","skill/competence","cross-sector"
"10728","407889","kariera","Very good knowledge of English (written and spoken)","communicate in english in a competent way","0","skill/competence","sector-specific"
"10729","407889","kariera","Knowledge of French will be taken into account","french","0","knowledge","transversal"
"10730","407889","kariera","Manage situations with calm","react calmly in stressful situations","0","skill/competence","cross-sector"
"10731","407889","kariera","Professional responsibility, calmness, and effectiveness crucial","show professional responsibility","0","skill/competence","cross-sector"
"10732","407890","kariera","Good oral and written speech","prepare speeches","0","skill/competence","cross-sector"
"10733","407890","kariera","Very good computer handling knowledge","have computer literacy","0","skill/competence","cross-sector"
"10734","407890","kariera","Knowledge of the English language","english","0","knowledge","transversal"
"10735","407891","kariera","Good oral and written speech","prepare speeches","0","skill/competence","cross-sector"
"10736","407891","kariera","Very good computer handling knowledge","have computer literacy","0","skill/competence","cross-sector"
"10737","407891","kariera","Knowledge of the English language","english","0","knowledge","transversal"
"10738","407893","kariera","Exceptional communication skills","be attentive","0","skill/competence","occupation-specific"
"10739","407893","kariera","Customer-centric approach","ensure customer focus","0","skill/competence","sector-specific"
"10740","407893","kariera","Professionalism","show professional responsibility","0","skill/competence","cross-sector"
"10741","407893","kariera","Spirit of teamwork","teamwork principles","0","knowledge","cross-sector"
"10742","407893","kariera","Ability to use H/","human-computer interaction","0","knowledge","sector-specific"
"10743","407893","kariera","Ability to work in shifts (0800-0200)","work in shifts","0","skill/competence","cross-sector"
"10744","408321","kariera","Real-time information management through digital tools","manage data, information and digital content","0","skill/competence","transversal"
"10745","408321","kariera","Ability to work without supervision","work independently","0","skill/competence","transversal"
"10746","408321","kariera","Emphasis on customer needs and results","ensure customer focus","0","skill/competence","sector-specific"
"10747","408321","kariera","Passion for sales and mood for evolution","demonstrate motivation for sales","0","skill/competence","sector-specific"
"10748","408321","kariera","Availability for travel within nearby geographical areas","geographic areas","0","knowledge","cross-sector"
"10749","408322","kariera","Fluent command of English and Greek","interact verbally in greek","0","skill/competence","transversal"
"10750","408322","kariera","Excellent communication and interpersonal skills","be attentive","0","skill/competence","occupation-specific"
"10751","408322","kariera","Great team player","lead a team","0","skill/competence","cross-sector"
"10752","408322","kariera","Positive attitude","demonstrate enthusiasm","0","skill/competence","transversal"
"10753","408322","kariera","Familiarity with Micros POS","microassembly","0","knowledge","cross-sector"
"10754","408322","kariera","Advanced knowledge of wine (a plus)","wine related sciences","0","knowledge","sector-specific"
"10755","408323","kariera","Great leadership skills","lead others","0","skill/competence","transversal"
"10756","408323","kariera","Ability to supervise a team","lead a team","0","skill/competence","cross-sector"
"10757","408323","kariera","Strong interest in expanding expertise in wine","wine related sciences","0","knowledge","sector-specific"
"10758","408323","kariera","Fluent command of English and Greek","interact verbally in greek","0","skill/competence","transversal"
"10759","408323","kariera","Excellent communication and interpersonal skills","be attentive","0","skill/competence","occupation-specific"
"10760","408323","kariera","Good understanding of restaurant operations and Micros POS systems","food service operations","0","knowledge","occupation-specific"
"10761","408324","kariera","Good MS Office skills","office software","0","knowledge","cross-sector"
"10762","408324","kariera","Word and Excel proficiency","office software","0","knowledge","cross-sector"
"10763","408324","kariera","Knowledge of social media (Facebook and Instagram)","stay up to date with social media","0","skill/competence","sector-specific"
"10764","408324","kariera","Comfort in communication and public relations","advise on public relations","0","skill/competence","cross-sector"
"10765","408324","kariera","No experience is required","no specific skills are required","1",NULL,NULL
"10766","408324","kariera","Pleasant mood and presence","demonstrate enthusiasm","0","skill/competence","transversal"
"10767","408324","kariera","Ability to take initiatives","think proactively","0","skill/competence","cross-sector"
"10768","408324","kariera","Flexibility and adaptability","adapt to change","0","skill/competence","transversal"
"10769","408324","kariera","Kindness","show empathy","0","skill/competence","sector-specific"
"10770","408324","kariera","Confidentiality and discretion","maintain privacy","0","skill/competence","cross-sector"
"10771","408325","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"10772","408325","kariera","Sales skills","sales promotion techniques","0","knowledge","sector-specific"
"10773","408325","kariera","Ability to work in shifts","work in shifts","0","skill/competence","cross-sector"
"10774","408326","kariera","knowledge of road rules","road traffic laws","0","knowledge","cross-sector"
"10775","408327","kariera","English language proficiency","english","0","knowledge","transversal"
"10776","408327","kariera","MS Office skills","office software","0","knowledge","cross-sector"
"10777","408327","kariera","Strong communication and interpersonal skills","assertiveness","0","knowledge","sector-specific"
"10778","408327","kariera","Excellent time-management and organizational skills","work efficiently","0","skill/competence","transversal"
"10779","408327","kariera","Ability to prioritize tasks","prioritise tasks","0","skill/competence","cross-sector"
"10780","408327","kariera","Confidence and decisiveness","make decisions","0","skill/competence","transversal"
"10781","408327","kariera","Computer literacy with PMS and CRM software","have computer literacy","0","skill/competence","cross-sector"
"10782","408328","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"10783","408328","kariera","Organisation","organisational structure","0","knowledge","cross-sector"
"10784","408328","kariera","Customer-centric approach","ensure customer focus","0","skill/competence","sector-specific"
"10785","408329","kariera","Previous experience is not required","no prior experience necessary","1",NULL,NULL
"10786","408330","kariera","Strong leadership skills","provide leadership","0","skill/competence","cross-sector"
"10787","408330","kariera","Good communication skills","be attentive","0","skill/competence","occupation-specific"
"10788","408330","kariera","Problem-solving skills","address problems critically","0","skill/competence","cross-sector"
"10789","408330","kariera","Excellent customer service skills","deliver outstanding service","0","skill/competence","cross-sector"
"10790","408330","kariera","Positive attitude","demonstrate enthusiasm","0","skill/competence","transversal"
"10791","408330","kariera","Ability to work efficiently in a fast-paced environment","handle stressful situations","0","skill/competence","cross-sector"
"10792","408331","kariera","Good knowledge of English vocals","sing","0","skill/competence","sector-specific"
"10793","408331","kariera","Good knowledge of a second foreign language (German or French)","speak different languages","0","skill/competence","cross-sector"
"10794","408331","kariera","Pleasant personality and team spirit","work as a team","0","skill/competence","cross-sector"
"10795","408331","kariera","Consistency and organization","work in an organised manner","0","skill/competence","cross-sector"
"10796","408331","kariera","Competence of proper communication","communication principles","0","knowledge","cross-sector"
"10797","408331","kariera","Focus on customer satisfaction and provision of high-quality services","deliver outstanding service","0","skill/competence","cross-sector"
"10798","408331","kariera","Professional behavior","show professional responsibility","0","skill/competence","cross-sector"
"10799","408332","kariera","Experience in a professional kitchen","instruct kitchen personnel","0","skill/competence","occupation-specific"
"10800","408332","kariera","Strong teamwork and communication skills","work as a team","0","skill/competence","cross-sector"
"10801","408332","kariera","Ability to work under pressure","cope with pressure","0","skill/competence","transversal"
"10802","331388","jobseeker","Full employment satisfactional hatred with progressive evolution","develop employee retention programs","0","skill/competence","sector-specific"
"10803","331389","jobseeker","Familiarity with ERP programs","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"10804","331389","jobseeker","Knowledge of English","english","0","knowledge","transversal"
"10805","331390","jobseeker","Knowledge of preparation and management of hot and cold kitchen products","maintain kitchen equipment at correct temperature","0","skill/competence","sector-specific"
"10806","331392","jobseeker","Good knowledge of English (written and spoken)","english","0","knowledge","transversal"
"10807","331392","jobseeker","Excellent use of CAD design","use cad for lasts","0","skill/competence","sector-specific"
"10808","331392","jobseeker","3D imaging ability","apply 3d imaging techniques","0","skill/competence","sector-specific"
"10809","331392","jobseeker","Organisation and attention to detail","attention to detail","0","knowledge","cross-sector"
"10810","331398","jobseeker","Good knowledge of the center","attention to detail","0","knowledge","cross-sector"
"10811","331398","jobseeker","Possession of a bicycle","property law","0","knowledge","cross-sector"
"10812","331399","jobseeker","Desirable experience in retail shops and customer service","satisfy customers","0","skill/competence","cross-sector"
"10813","331401","jobseeker","Knowledge of computer use","have computer literacy","0","skill/competence","cross-sector"
"10814","331401","jobseeker","Communication fluency","communication","0","knowledge","cross-sector"
"10815","331401","jobseeker","Hard work and willingness","make an effort","0","skill/competence","transversal"
"10816","331401","jobseeker","Knowledge of electronic prescription","check information on prescriptions","0","skill/competence","sector-specific"
"10817","331405","jobseeker","Knowledge of industrial automation and PLCs","control systems","0","knowledge","cross-sector"
"10818","331405","jobseeker","Ability to cooperate and communicate with supervisor, colleagues, and staff of other departments","ensure cross-department cooperation","0","skill/competence","cross-sector"
"10819","331405","jobseeker","Knowledge of computer office programs (MS Office) and ability to use online applications","office software","0","knowledge","cross-sector"
"10820","331405","jobseeker","Good knowledge of English","english","0","knowledge","transversal"
"10821","331409","jobseeker","Good knowledge of English or French","french","0","knowledge","transversal"
"10822","331409","jobseeker","Excellent computer knowledge (Microsoft Office etc.)","have computer literacy","0","skill/competence","cross-sector"
"10823","331410","jobseeker","Excel","use spreadsheets","0","skill/competence","cross-sector"
"10824","331410","jobseeker","Email","electronic communication","0","knowledge","cross-sector"
"10825","331410","jobseeker","Internet","carry out internet research","0","skill/competence","cross-sector"
"10826","331411","jobseeker","ERP-WMS knowledge","webcms","0","knowledge","sector-specific"
"10827","331411","jobseeker","Desirable knowledge of use RF scanner","operate scanner","0","skill/competence","sector-specific"
"10828","331415","jobseeker","Excellent knowledge of Greek and English language","greek","0","knowledge","transversal"
"10829","331415","jobseeker","Positive environment history orientated passion for experience respectability","follow environmentally-sustainable work practices","0","skill/competence","transversal"
"10830","331415","jobseeker","Excellent knowledge of Greek and English language","greek","0","knowledge","transversal"
"10831","271807","careernet","Knowledge with Softone program","use logic programming","0","skill/competence","sector-specific"
"10832","271807","careernet","Desired experience in household equipment types facilities","repair household appliances","0","skill/competence","sector-specific"
"10833","271807","careernet","Continuing education prospects for evolution","evolutionary biology","0","knowledge","sector-specific"
"10834","271808","careernet","Good communications skills and team working","be attentive","0","skill/competence","occupation-specific"
"10835","271808","careernet","Fluency in the English language","english","0","knowledge","transversal"
"10836","271808","careernet","Writing and oral literacy in computers","teach digital literacy","0","skill/competence","cross-sector"
"10837","271808","careernet","Container experience in the position of Technical Superintendent in a management office","clean industrial containers","0","skill/competence","sector-specific"
"10838","271809","careernet","Fluency in English","english","0","knowledge","transversal"
"10839","271809","careernet","Advanced PC skills","use a computer","0","skill/competence","cross-sector"
"10840","271809","careernet","Seasoning experience with role as Chief Engineer (considered a plus)","collaborate with engineers","0","skill/competence","cross-sector"
"10841","271810","careernet","Strong knowledge of IMO rules","interpret sport games rules","0","skill/competence","occupation-specific"
"10842","271810","careernet","Rightship requirements","conveyancing","0","knowledge","cross-sector"
"10843","271810","careernet","PSC requirements","curriculum standards","0","knowledge","cross-sector"
"10844","271810","careernet","Ability to travel","accompany people","0","skill/competence","sector-specific"
"10845","271810","careernet","Very good English","english","0","knowledge","transversal"
"10846","271811","careernet","Strong details-orientation","attention to detail","0","knowledge","cross-sector"
"10847","271811","careernet","Organization multitasking and communication skills","use different communication channels","0","skill/competence","cross-sector"
"10848","271811","careernet","Computer literacy","have computer literacy","0","skill/competence","cross-sector"
"10849","271813","careernet","Communication capacity","use different communication channels","0","skill/competence","cross-sector"
"10850","271813","careernet","Effectiveness","measure effectiveness of the service provided","0","skill/competence","sector-specific"
"10851","271813","careernet","Continuing education prospects for evolution","evolutionary biology","0","knowledge","sector-specific"
"10852","271814","careernet","problem-solving skills","address problems critically","0","skill/competence","cross-sector"
"10853","271814","careernet","troubleshooting skills","troubleshoot","0","skill/competence","cross-sector"
"10854","271814","careernet","strong communication and interpersonal skills","assertiveness","0","knowledge","sector-specific"
"10855","271814","careernet","fluency in English","english","0","knowledge","transversal"
"10856","271814","careernet","hands-on experience with Benefit ERP software or other ERP solutions (a plus)","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"10857","271815","careernet","Computer literacy (MS Office, Excel)","office software","0","knowledge","cross-sector"
"10858","271815","careernet","Danaos ERP knowledge","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"10859","271816","careernet","excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"10860","271816","careernet","fluency in english","english","0","knowledge","transversal"
"10861","271816","careernet","computer literature","computer history","0","knowledge","sector-specific"
"10862","271817","careernet","Proficiency in computer science","computer science","0","knowledge","cross-sector"
"10863","271817","careernet","Experience with bridge/satellite equipment","types of satellites","0","knowledge","sector-specific"
"10864","271817","careernet","Fluency in English","english","0","knowledge","transversal"
"10865","271817","careernet","Preferably in Computer Networks/Hardware Systems","computer engineering","0","knowledge","cross-sector"
"10866","271818","careernet","Fluent in English","english","0","knowledge","transversal"
"10867","271818","careernet","Computer Literature","computer history","0","knowledge","sector-specific"
"10868","271819","careernet","Fluency in English","english","0","knowledge","transversal"
"10869","271819","careernet","Computer literacy","have computer literacy","0","skill/competence","cross-sector"
"10870","271819","careernet","Sea-going experience (a plus)","survive at sea in the event of ship abandonment","0","skill/competence","cross-sector"
"10871","271820","careernet","Fluent in English","english","0","knowledge","transversal"
"10872","271820","careernet","Computer literature","computer history","0","knowledge","sector-specific"
