"id","foreign_key_id","source","qualification","eqf_level"
"4308","407172","kariera","Bachelor's Degree or equivalent","6"
"4309","407174","kariera","Up to 2 years of working experience in a free field","0"
"4310","407174","kariera","MSc in Economics, Statistics, Mathematics, Operational Research or Finance","7"
"4311","407175","kariera","Graduate/Higher education","6"
"4312","407175","kariera","Successful service of at least 3 years in a corresponding back office","0"
"4313","407176","kariera","Category B driving license","2"
"4314","407176","kariera","ATEI/IEK degree or corresponding technical training in electrical or mechanical specialties","5"
"4315","407177","kariera","Bachelors degree in related field (asset)","6"
"4316","407177","kariera","Experience in customer service or related field","0"
"4317","407178","kariera","Secondary education graduate","3"
"4318","407178","kariera","Fulfilled military obligations for men","0"
"4319","407179","kariera","Bachelor's degree in Economics, Accounting or Finance","6"
"4320","407179","kariera","Proven experience in a similar role previously in the retail or FMCG sector","0"
"4321","407179","kariera","Class accountant license from the Economic Chamber of Greece (OEE)","4"
"4322","407179","kariera","Bachelor's degree in Economics, Accounting or Finance","6"
"4323","407179","kariera","Proven experience in a similar role previously in the retail or FMCG sector","0"
"4324","407179","kariera","Class accountant license from the Economic Chamber of Greece (OEE)","4"
"4325","407180","kariera","Possibility of travel to external locations (driver's diploma required)","0"
"4326","407181","kariera","Pre-service in a similar location in the tourism or catering sector","3"
"4327","407181","kariera","High school diploma or equivalent","4"
"4328","407183","kariera","previous experience","0"
"4329","407183","kariera","full stay in excellent conditions","0"
"4330","407184","kariera","Necessary experience in a similar location in hotels (4 or 5)","0"
"4331","407184","kariera","Graduate/School of Tourism Enterprises","5"
"4332","407185","kariera","3 years of experience on forthcrs (Olympic Air Fareology)","0"
"4333","407185","kariera","3 years of experience in the travel industry","0"
"4334","407187","kariera","Bachelor's degree in Tourism (will be discussed as a plus)","6"
"4335","407188","kariera","Degree in Economic or Accounting direction","6"
"4336","407189","kariera","At least 1 year of equivalent experience in a consumer product company","0"
"4337","407189","kariera","AEI degree, preferably in Marketing or Business Administration","6"
"4338","407189","kariera","Master's degree will be assessed in a corresponding direction","7"
"4339","407190","kariera","previous experience in hotel management","0"
"4340","407190","kariera","working experience in the hospitality industry","0"
"4341","407191","kariera","Experience in 5-star hotels","0"
"4342","407193","kariera","Experience in 5-star hotels","0"
"4343","407194","kariera","Degree in Cooking Art or related certificate","5"
"4344","407194","kariera","1-3 years experience in hotel or restaurant kitchens","0"
"4345","407196","kariera","Experience in 5-star hotels","0"
"4346","407197","kariera","previous experience in hospitality management","0"
"4347","407198","kariera","Degree in Art Confectionery or related certificate","5"
"4348","407198","kariera","1-3 years experience in high-level pastry, hotel pastry, or pastry","0"
"4349","407199","kariera","AEI degree","6"
"4350","407199","kariera","At least 5 years of experience in a corresponding position","0"
"4351","407201","kariera","Degree in Informatics","6"
"4352","407201","kariera","At least 2 years of experience in the IT field","0"
"4353","407202","kariera","Degree in Car Engineering","6"
"4354","407202","kariera","Previous experience in a similar position","0"
"4355","407203","kariera","Previous experience in waitressing or similar role","0"
"4356","407203","kariera","Ideal in luxury or business space","0"
"4357","407204","kariera","Desire for relevant work experience","0"
"4358","407205","kariera","Studies of TEI (Economic Orientation will be assessed)","4"
"4359","407205","kariera","Pre-service in a similar position (will be considered an additional qualification)","0"
"4360","407206","kariera","five days","0"
"4361","407206","kariera","Monday to Friday","0"
"4362","407207","kariera","AEI degree (additional qualification)","6"
"4363","407207","kariera","Dependent on qualifications and experience","0"
"4364","407208","kariera","ITIL v3/ITIL v4","5"
"4365","407208","kariera","3 years of work experience as a software engineer or software developer","0"
"4366","407208","kariera","BSC degree in Computer Science Engineering or relevant field","6"
"4367","407209","kariera","Bachelor's degree in Human Resources, Business Administration or a related field","6"
"4368","407209","kariera","Proven experience as an HR Generalist or in a similar HR role previously within the hospitality or luxury industry","0"
"4369","407210","kariera","Experience in the Banking Sector is innovative","0"
"4370","407210","kariera","Bachelor's degree in Computer Engineering or related technical degree","6"
"4371","407210","kariera","At least 2 years of experience in business analysis of complex IT systems","0"
"4372","407211","kariera","At least 10 years of high-level administrative or personal assist/secretary experience","0"
"4373","407211","kariera","Experience in a similar role in a law firm would be supported (a plus)","0"
"4374","407212","kariera","Degree in Electrical Engineering","6"
"4375","407212","kariera","At least four years of experience as a maintenance electrician, preferably in a food or pharmaceutical industry","0"
"4376","407214","kariera","High school certificate","3"
"4377","407214","kariera","Previous service in a corresponding position or in a warehouse environment","0"
"4378","407214","kariera","Diploma IX machine","4"
"4379","407215","kariera","Experience in similar job desired","0"
"4380","407216","kariera","Up to 2 years of experience in a maids position in a 4 or 5 star hotel","0"
"4381","407217","kariera","Previous experience in linen management or housekeeping, especially in luxury hotels","0"
"4382","407218","kariera","Bachelor's degree in Engineering, Mining, Metallurgy, Mineral Resources, Industrial Information Technology, Logistics Operations Management or a related field.","6"
"4383","407218","kariera","2-5 years of experience in supervision of dispatch mining operations production lines logistics or a related field.","0"
"4384","407219","kariera","Previous experience as a pool cleaner or in a similar role (preferred but not essential)","0"
"4385","407220","kariera","Previous experience as a cleaner or in a similar role (preferred but not essential)","0"
"4386","190181","careerjet","Bachelor's degree in Computer Science or related field","6"
"4387","190181","careerjet","Minimum 2 years of experience in software development","0"
"4388","190182","careerjet","Bachelor's degree in Computer Science or related field","6"
"4389","190182","careerjet","2+ years of experience in software development","0"
"4390","190183","careerjet","Bachelor's degree in Computer Science or related field","6"
"4391","190183","careerjet","2+ years of experience in software development","0"
"4392","190184","careerjet","Bachelor's degree in Computer Science or related field","6"
"4393","190184","careerjet","Minimum 2 years of experience as a software engineer","0"
"4394","190185","careerjet","Bachelor's degree in Computer Science or related field","6"
"4395","190185","careerjet","Minimum 2 years of experience as a software engineer","0"
"4396","190186","careerjet","Bachelor's degree in Computer Science or related field","6"
"4397","190186","careerjet","2+ years of experience in software development","0"
"4398","190187","careerjet","Bachelor's Degree in Computer Science or related field","6"
"4399","190187","careerjet","Minimum 2 years of experience in software development","0"
"4400","190189","careerjet","Bachelor's Degree in Computer Science or related field","6"
"4401","190189","careerjet","Minimum 2 years of experience in software development","0"
"4402","190190","careerjet","Bachelor's degree in Computer Science or related field","6"
"4403","190190","careerjet","Minimum 2 years of experience in software development","0"
"4404","190191","careerjet","Bachelor's degree in Computer Science or a related field","6"
"4405","190191","careerjet","2+ years of experience in software development","0"
"4406","190192","careerjet","Bachelor's degree in Computer Science or a related field","6"
"4407","190192","careerjet","Minimum 2 years of experience as a software engineer","0"
"4408","568158","jobfind","essential qualifications degree in higher education","6"
"4409","568162","jobfind","Diploma IX","4"
"4410","568165","jobfind","Nobility","0"
"4411","568502","jobfind","Drivers License","2"
"4412","568503","jobfind","Previous experience in focus knowledge of coffee and buffet products.","0"
"4413","568504","jobfind","Permanent resident of Athens","0"
"4414","568508","jobfind","Pre-service to an accounting office","3"
"4415","568508","jobfind","Corresponding experience for over 5 years","0"
"4416","568510","jobfind","Experience in respective position","0"
"4417","568512","jobfind","Young or young at heart","0"
"4418","568513","jobfind","Chemical or Chemical Engineer degree (A.E.E.I. or T.E.I.)","6"
"4419","568538","jobfind","Previous service experience","0"
"4420","568539","jobfind","Simple driver's license","2"
"4421","568544","jobfind","Previous service in the same position is necessary","0"
"4422","568544","jobfind","Tourist school graduates will be preferred","4"
"4423","568545","jobfind","Pre-service in the desired industry","0"
"4424","568545","jobfind","Degree in Electronics, Electrical Engineering or Engineering","6"
"4425","568545","jobfind","At least 2 years of experience in a corresponding position","0"
"4426","568545","jobfind","Fulfilled military obligations","0"
"4427","568545","jobfind","Driver's license","2"
"4428","568546","jobfind","At least 1-2 years of experience as a receptionist or meeting host","0"
"4429","568547","jobfind","Driving license","2"
"4430","568547","jobfind","Fulfilled military obligations","0"
"4431","568549","jobfind","Previous experience in the hospitality industry","0"
"4432","568551","jobfind","Tourist school graduate","4"
"4433","568551","jobfind","Experience in luxury hotels","0"
"4434","568552","jobfind","Graduate/School of Tourism professionals and/or equivalent experience in luxury restaurants/cafes.","4"
"4435","568552","jobfind","Minimum two-year experience in a corresponding location in top luxury resort or fine dining restaurant.","0"
"4436","568553","jobfind","Graduate","6"
"4437","568553","jobfind","School of Tourism or I.E.K.","4"
"4438","568555","jobfind","Fulfilled military obligations","0"
"4439","568555","jobfind","Age up to 35 years","0"
"4440","568555","jobfind","Pre-service in respective roles/sectors","0"
"4441","568564","jobfind","pre-service qualifications in a corresponding position","3"
"4442","568570","jobfind","According to qualifications","6"
"4443","568848","jobfind","Previous experience as a description officer","0"
"4444","568848","jobfind","Female candidate preferred","0"
"4445","568852","jobfind","Required experience in the cleaning industry","0"
"4446","568857","jobfind","High School Certificate","3"
"4447","568857","jobfind","English Knowledge (Degree A/I/T I)","4"
"4448","568859","jobfind","High school certificate","4"
"4449","568859","jobfind","License/Principle Pilot License (orientation in customer service)","5"
"4450","568860","jobfind","Degree in Interior Decoration, Architecture, Industrial Design, or Commercial Design","6"
"4451","568864","jobfind","At least two years experience in a corresponding position","0"
"4452","568865","jobfind","Previous service in a corresponding position","0"
"4453","568865","jobfind","Satisfied salary","0"
"4454","568865","jobfind","Repo and all legal rights gift allowances licenses","0"
"4455","568865","jobfind","Bonuses and extra benefits","0"
"4456","568867","jobfind","Degree A.E./I (preferably in Business Administration)","6"
"4457","568867","jobfind","At least 3 years in a position of responsibility","0"
"4458","568868","jobfind","Degree in AE or preferably in Business Administration or Economics","6"
"4459","568870","jobfind","University degree in Finance","6"
"4460","568870","jobfind","3-5 years of relevant working experience","0"
"4461","568871","jobfind","High school diploma","4"
"4462","568871","jobfind","Car license","0"
"4463","568872","jobfind","Previous service in the post of Lazza","0"
"4464","568873","jobfind","Degree (AEI or TEI)","6"
"4465","568873","jobfind","3-5 years of working experience in sales or customer service","0"
"4466","568879","jobfind","Wishful experience in a corresponding position","0"
"4467","568879","jobfind","Fulfilled military obligations","0"
"4468","568881","jobfind","Essential qualifications","3"
"4469","568882","jobfind","Degree in lifesaving","6"
"4470","568883","jobfind","Work experience in a corresponding position","0"
"4471","514594","skywalker","High school diploma or equivalent","4"
"4472","514594","skywalker","Previous experience in hotel maintenance or similar posts","0"
"4473","514594","skywalker","Certification in safety regulations (if applicable)","2"
"4474","514819","skywalker","Professional license","3"
"4475","514819","skywalker","Similar experience in a similar position ideal in hotel environment","0"
"4476","514819","skywalker","12 months work with professional development opportunities","0"
"4477","514820","skywalker","Degree in a corresponding speciality","6"
"4478","514820","skywalker","At least 2 years of experience in a similar position","0"
"4479","514820","skywalker","Previous service in 4-5 star hotel units preferred","0"
"4480","514823","skywalker","Proven experience as a cook or apprentice","0"
"4481","514823","skywalker","High school certificate or equivalent","3"
"4482","514823","skywalker","Degree in cooking school (considered an advantage)","4"
"4483","514825","skywalker","Graduate in Tourism or similar school","6"
"4484","514825","skywalker","Previous service in a corresponding position","0"
"4485","514826","skywalker","Degree in Electrical and/or corresponding technical school (asset)","5"
"4486","514828","skywalker","Previous service in a corresponding section in a 4 or 5 hotel city or resort","0"
"4487","514830","skywalker","2 years of experience in similar position in a 5-star or luxury/boutique hotel","0"
"4488","514830","skywalker","Degree in Hospitality/Tourism","6"
"4489","514830","skywalker","Relevant training certificate","2"
"4490","514831","skywalker","2 years experience in a similar position in a 5-star or luxury/boutique hotel","0"
"4491","514831","skywalker","Degree in Hospitality/Tourism","6"
"4492","514833","skywalker","Previous service in a corresponding location in hotels","0"
"4493","514834","skywalker","Graduate in higher or higher education","6"
"4494","514834","skywalker","Similar experience as an electrician maintainer in a 4 or 5 star hotel","0"
"4495","514835","skywalker","Pre-service in a similar position will be assessed","0"
"4496","514836","skywalker","Degree from School of Cooking Art","4"
"4497","514836","skywalker","Experience in 5-star hotels","0"
"4498","514837","skywalker","Experience in a corresponding position","0"
"4499","514838","skywalker","At least 2 years in a corresponding position in 4 or 5 star hotels","0"
"4500","514839","skywalker","Degree in Tourist School","4"
"4501","514839","skywalker","Previous experience in a corresponding position in 5-star hotels","0"
"4502","514841","skywalker","Qualified Master of a School of Tourism Profession","6"
"4503","514842","skywalker","Degree/Diploma from a recognized hotel or cooking school","4"
"4504","514843","skywalker","Degree in Tourism School","6"
"4505","514844","skywalker","Degree in Tourism School","6"
"4506","514844","skywalker","Pre-service experience","0"
"4507","514845","skywalker","Degree/Diploma from a recognized hotel or cooking school","4"
"4508","514846","skywalker","Previous service experience","0"
"4509","514846","skywalker","Degree in Tourism school (will be assessed as an additional qualification)","6"
"4510","515041","skywalker","Previous service in a corresponding place (bar service ideal in hotel or restaurant)","0"
"4511","407221","kariera","Bachelor's degree in Computer Science or related field","6"
"4512","407221","kariera","Minimum 2 years of experience in software development","0"
"4513","407222","kariera","Bachelor's degree in Computer Science or related field","6"
"4514","407222","kariera","2+ years of experience as a software engineer","0"
"4515","407223","kariera","Bachelor's degree in Computer Science or related field","6"
"4516","407223","kariera","Minimum 2 years of experience in software development","0"
"4517","407224","kariera","Bachelor's degree in Computer Science or related field","6"
"4518","407224","kariera","Minimum 2 years of experience in software development","0"
"4519","407225","kariera","High School Diploma or studies completed","4"
"4520","407226","kariera","High school certificate","3"
"4521","407226","kariera","Experience in a telephone center and corresponding position (additional qualification)","0"
"4522","407227","kariera","Bachelor's degree in Business Administration, Economics or relevant field","6"
"4523","407227","kariera","2-3 years of experience in Area Sales Manager roles with a focus on dealers (previously in the automotive or motorcycle industry)","0"
"4524","407228","kariera","ECDL/KeyCert desired certifications","2"
"4525","407228","kariera","Professional experience","0"
"4526","407228","kariera","Undergraduate title (IEK or TEI or AEI)","6"
"4527","407229","kariera","Bachelor's degree in Law from a Greek university","6"
"4528","407229","kariera","LL.M. in Commercial Law from a primary university (preferred)","7"
"4529","407229","kariera","Qualified as an attorney-at-law in Greece","6"
"4530","407230","kariera","Previous experience in confectionary","0"
"4531","407230","kariera","Formal education in culinary arts or related field","4"
"4532","407232","kariera","Experience in a similar position","0"
"4533","407233","kariera","Degree from an accredited university in cultural arts, hotel and restaurant management or related major","6"
"4534","407233","kariera","4 years of experience in the cultural food and beverage or related professional area, preferably in hospitality","0"
"4535","407234","kariera","Graduate in Accounting/Economics or Business Administration","6"
"4536","407234","kariera","Pre-service in a corresponding organised accounting position","4"
"4537","407235","kariera","Bachelor's degree in Marketing or related field","6"
"4538","407235","kariera","1-2 years of work experience in a similar marketing role or within a digital agency","0"
"4539","407236","kariera","Previous experience in hospitality management","0"
"4540","407237","kariera","At least 2 years experience in a corresponding position","0"
"4541","407238","kariera","At least 2 years of experience in a corresponding position","0"
"4542","407239","kariera","Second language knowledge (additional qualification)","2"
"4543","407239","kariera","At least 2 years of experience in a corresponding position in 5-star hotel","0"
"4544","407240","kariera","Previous experience as a spa therapist or similar role","0"
"4545","407241","kariera","EU citizen passport","0"
"4546","407241","kariera","Degree in Aesthetics, Physiotherapy or related field","6"
"4547","407241","kariera","At least 2 years of experience in a similar position in 5 hotels","0"
"4548","407242","kariera","3 or more years working experience in a similar role in 5-star hotels","0"
"4549","407242","kariera","Degree / Diploma in Culinary Arts","5"
"4550","407461","kariera","Bachelor's degree in Computer Science or related field","6"
"4551","407461","kariera","Minimum 2 years of experience in software engineering","0"
"4552","407462","kariera","Bachelor's degree in Computer Science or related field","6"
"4553","407462","kariera","2+ years of experience in software development","0"
"4554","407463","kariera","At least 1-2 years in a 5 or 4 hotel professional experience on similar role in sales marketing or reservations department of a hotel BA or diploma on Tourism Management Business Administration or equivalent","0"
"4555","407463","kariera","BA or Diploma on Tourism Management Business Administration or equivalent","6"
"4556","407661","kariera","Similar experience as a Waiter","0"
"4557","407662","kariera","higher or higher education preferably in business administration","6"
"4558","407662","kariera","minimum working time 3 years","0"
"4559","407668","kariera","Masters degree in Data Science AI Engineering or a related field.","7"
"4560","407668","kariera","Masters degree in Data Science AI Engineering or a related field.","7"
"4561","407670","kariera","Bachelor's degree in Accounting, Finance or a related field","6"
"4562","407671","kariera","Oracle Cloud ERP","5"
"4563","407671","kariera","Bachelor's degree in Computer Science, Information Technology, Business Administration or related field","6"
"4564","407671","kariera","2 years of experience in ERP consulting with a strong qualification for Oracle Cloud ERP","0"
"4565","407672","kariera","Previous service in corresponding positions (not necessary)","0"
"4566","407673","kariera","At least 3 years of experience in Python development","0"
"4567","407674","kariera","License holder for security services","4"
"4568","407675","kariera","Bachelor's degree or equivalent in Economics, Statistics, Mathematics, Data Science, or relevant field","6"
"4569","407675","kariera","Master's degree or equivalent in Data Science, Economics, or relevant field is an asset","7"
"4570","407675","kariera","Minimum 2 years related experience in a similar role","0"
"4571","407676","kariera","At least 3 years of professional experience as an electrician","0"
"4572","407677","kariera","Degree in cooking","5"
"4573","407677","kariera","At least 2 years of professional experience in a kitchen environment","0"
"4574","407678","kariera","At least 2 years of professional experience as a maid in a hotel environment","0"
"4575","407679","kariera","At least 3 years of professional experience as a waiter, ideal in hotel environment","0"
"4576","407679","kariera","Degree in Tourism School","6"
"4577","407680","kariera","At least 2 years of experience in retail stores or specialized shopping shops","0"
"4578","407680","kariera","TEI / IEK / Professional school","4"
"4579","407681","kariera","Bachelor's degree or equivalent in Business Administration, Economics, Finance, or a STEM-related field","6"
"4580","407681","kariera","Master's degree or equivalent in Project Management or a related field (valuable asset)","7"
"4581","407681","kariera","Mid-level professional experience (3-7 years) in a similar role","0"
"4582","407682","kariera","Degree or studies in economic/accounting direction","6"
"4583","407682","kariera","Pre-service 1-3 years in an auxiliary position of accounting","0"
"4584","407683","kariera","Degree (A.E.I./ T.E.I./ I.E.K.)","6"
"4585","407683","kariera","Professional school","4"
"4586","407684","kariera","previous experience in sales or customer service","0"
"4587","407685","kariera","previous experience as a car mechanic","0"
"4588","407685","kariera","working experience in the automotive industry","0"
"4589","407686","kariera","Experience in a similar role, ideally in 4 or 5 hotels","0"
"4590","407688","kariera","Supporting documents for work in health stores (net criminal record and health certificate)","0"
"4591","407688","kariera","EET training certificate in food hygiene and safety","2"
"4592","407688","kariera","Pre-service at least 3 years in restaurants and similar places required","0"
"4593","407689","kariera","Graduate of tourist school","4"
"4594","407689","kariera","Experience in luxury resorts - luxury hotels","0"
"4595","407690","kariera","Graduate in Tourism School","5"
"4596","407690","kariera","Experience in luxury hotels","0"
"4597","407691","kariera","Graduate in tourism school","5"
"4598","407691","kariera","Experience in luxury hotels","0"
"4599","407692","kariera","Experience in a corresponding FB segment position in 5 hotels","0"
"4600","407692","kariera","Education in high standards for the provision of work services","4"
"4601","407693","kariera","Drivers License","2"
"4602","407693","kariera","Professional experience in 5-star hotels","0"
"4603","407694","kariera","Degree (will be considered)","6"
"4604","407695","kariera","Graduate from Tourist School or Hotel/Restaurant Management","4"
"4605","407696","kariera","Previous experience in the hospitality industry","0"
"4606","407697","kariera","Graduate of a hospitality school","4"
"4607","407697","kariera","Minimum of 2 years in a similar role at a top-tier luxury hotel, resort or fine dining restaurant","0"
"4608","407698","kariera","Graduate of a tourist school or experience in a corresponding position in a top 5-star hotel or luxury restaurant","4"
"4609","407699","kariera","Alumni/School of Tourism Professionals and/or equivalent experience in luxury restaurants/cafes.","4"
"4610","407699","kariera","Minimum two-year experience in a corresponding location in top luxury resort or fine dining restaurant.","0"
"4611","407700","kariera","Previous experience in luxury resort, 5-star hotel, or high-end hospitality environment","0"
"4612","407701","kariera","Tourism degree or other Bachelor's or Master's degree","6"
"4613","407701","kariera","Previous experience in a world-class 5-star luxury resort in front office/guest relations or reservations","0"
"4614","407702","kariera","Degree in Tourism or previous experience in a similar role or in hospitality operations","6"
"4615","407703","kariera","Graduate of a hospitality school","5"
"4616","407703","kariera","Minimum of 2 years in a similar role at a top-tier luxury hotel resort or fine dining restaurant","0"
"4617","407704","kariera","Tourism school graduate","4"
"4618","407704","kariera","Previous experience in a top 5-star luxury resort in front office/guest relations","0"
"4619","407705","kariera","Alumni/School of Tourism professionals and/or equivalent experience in luxury restaurants/cafes.","4"
"4620","407705","kariera","Minimum two-year experience in a corresponding location in top luxury resort or fine dining restaurant.","0"
"4621","407707","kariera","Alumni/School of Tourism Professionals and/or equivalent experience in luxury restaurants/cafes.","4"
"4622","407707","kariera","Minimum two-year experience in a corresponding location in top luxury resort or fine dining restaurant.","0"
"4623","407709","kariera","Graduate of a hospitality school or equivalent experience in luxury hospitality","5"
"4624","407709","kariera","A few years' experience in a similar role at a top-tier luxury hotel resort or fine dining restaurant","0"
"4625","190233","careerjet","Previous careers or unskilled communication officer, assistant, lawyer/sympathologist, insurance consultant, car dealer, retail employee, freelancer, office employee, or craft sector worker","0"
"4626","190239","careerjet","Technical direction degree preferably in Industrial Design or Mechanical Engineering","6"
"4627","190239","careerjet","1-2 years of experience in a corresponding position of responsibility in industry","0"
"4628","190240","careerjet","Previous service in a corresponding position desired","0"
"4629","190241","careerjet","Driving licence","2"
"4630","190241","careerjet","Graduate/High School","4"
"4631","190241","careerjet","Previous service in a corresponding position desired","0"
"4632","190242","careerjet","High School Diploma","4"
"4633","190242","careerjet","Previous service in a corresponding position desired","0"
"4634","190242","careerjet","Driving Licence","2"
"4635","190243","careerjet","Driving license","2"
"4636","190243","careerjet","Graduate/High School","4"
"4637","190243","careerjet","Previous service in a corresponding position desired","0"
"4638","190244","careerjet","Driving licence","2"
"4639","190244","careerjet","High school profile (AEI/TEI)","4"
"4640","190244","careerjet","Previous service in a corresponding position desired","0"
"4641","190245","careerjet","Graduate/High School A.E.I./T.E.I.","4"
"4642","190245","careerjet","Previous service in a corresponding position desired","0"
"4643","190246","careerjet","High School Diploma","4"
"4644","190246","careerjet","Previous service in a corresponding position desired","0"
"4645","190246","careerjet","Driving Licence","2"
"4646","190247","careerjet","High School profile (HEI/TEI)","4"
"4647","190247","careerjet","Previous service in a corresponding position desired","0"
"4648","190248","careerjet","Accounting/Finance or related subject degree","6"
"4649","190248","careerjet","Previous service in a corresponding position (1-3 years)","0"
"4650","190249","careerjet","High School profile","4"
"4651","190249","careerjet","Previous service in a corresponding position desired","0"
"4652","190250","careerjet","Knowledge of handling H/Y driving license","0"
"4653","190250","careerjet","Graduate/AEI/TEI/IEC","6"
"4654","190250","careerjet","Previous service of at least 6 months in sales","0"
"4655","190251","careerjet","Degree in Finance/Accounting or related sectors","6"
"4656","190251","careerjet","Previous service in a similar position with experience in managing retail portfolio","0"
"4657","569196","jobfind","Corresponding experience in hotels","0"
"4658","569197","jobfind","Previous experience in a company accountant or accounting office","0"
"4659","569199","jobfind","Mechanical Engineer from Faculty A.E.I. or T.E.I.","6"
"4660","569199","jobfind","Male candidates (remunerated military obligations)","0"
"4661","569200","jobfind","Age: 18-28","0"
"4662","569200","jobfind","Unemployment card holder","0"
"4663","569200","jobfind","Resident of surrounding areas (preferred)","0"
"4664","569201","jobfind","Previous experience in e-shop management and retail sales","0"
"4665","569202","jobfind","Necessary experience in managing kitchen needs","0"
"4666","569538","jobfind","Second foreign language will be considered additional qualification","0"
"4667","569538","jobfind","At least 30 days participation in a 2-year programme","0"
"4668","569538","jobfind","Age 30-45 years","0"
"4669","569538","jobfind","Professional experience in retail at least 1 year","0"
"4670","569538","jobfind","Degree (AEI or TEI or IEC) CDL","6"
"4671","569539","jobfind","Graduates of tourist schools preferred","4"
"4672","569540","jobfind","Certified knowledge of first aids","2"
"4673","569541","jobfind","Graduate of schools directed by marketing and business administration","5"
"4674","569541","jobfind","Permanent resident of Thessaloniki","0"
"4675","569541","jobfind","Immediately available","0"
"4676","569542","jobfind","Pre-service experience in clothing stores","0"
"4677","569543","jobfind","Diploma I. X","4"
"4678","569543","jobfind","Completed military obligations (optional)","0"
"4679","569543","jobfind","Pre-service in a corresponding position","0"
"4680","569543","jobfind","Recommendations, letters","0"
"4681","569544","jobfind","Diploma II","4"
"4682","569545","jobfind","Car Diploma","3"
"4683","569546","jobfind","Tourist school degree (advantageous)","4"
"4684","569549","jobfind","1-2 years of experience in hotels","0"
"4685","569879","jobfind","Degree in Business/Hospitality/Hotel Management/Tourism Studies","6"
"4686","569879","jobfind","Minimum 3 years experience in a similar position","0"
"4687","569882","jobfind","Previous experience in front office operations","0"
"4688","569883","jobfind","long-term service is desirable","0"
"4689","569884","jobfind","Degree in Nursing / Obstetrics or corresponding branch","6"
"4690","569884","jobfind","Professional license","4"
"4691","569884","jobfind","Diploma in driving","3"
"4692","569887","jobfind","Previous experience as a waiter/bartender in a hotel setting","0"
"4693","569888","jobfind","Facilities seasonal employment satisfaction package","0"
"4694","569889","jobfind","Previous experience in public works","0"
"4695","569903","jobfind","Previous experience in a similar location in a restaurant","0"
"4696","569903","jobfind","Recommendations from previous employers","0"
"4697","569906","jobfind","Previous experience in customer service","0"
"4698","569909","jobfind","Wishful experience in a corresponding position","0"
"4699","569910","jobfind","Previous experience as a barista or in a related post","0"
"4700","569911","jobfind","Y (assumed to be Y or Spanish)","2"
"4701","569911","jobfind","Wishful experience in a corresponding position","0"
"4702","569911","jobfind","Satisfied earnings and insurance contributions","0"
"4703","569923","jobfind","Rent a car license to drive a second-class car","2"
"4704","569924","jobfind","High school certificate","3"
"4705","569924","jobfind","At least two years of professional experience in a similar position (preferably in large hotel units with 4 or 5 stars facilities)","0"
"4706","569925","jobfind","V category driver's diploma","3"
"4707","569925","jobfind","E-tachograph card certification","2"
"4708","569926","jobfind","Professional driver's license for a 12-seat bus","3"
"4709","569926","jobfind","Owner of a professional driver's license","3"
"4710","569927","jobfind","Graduate degree (A.E.I/T.I) preferably with specialization in supply chain issues","6"
"4711","569928","jobfind","High school certificate","4"
"4712","569932","jobfind","Driver's license","2"
"4713","569932","jobfind","Degree in A.E.I/T.I or equivalent","6"
"4714","569932","jobfind","Pre-service of at least 2 years as a seller in B2B or F2F sales","0"
"4715","515044","skywalker","Previous service in a la carte position","0"
"4716","515044","skywalker","At least one year of experience in a 4 or 5-star hotel","0"
"4717","515494","skywalker","Minimum of 1 year experience in a similar role","0"
"4718","515495","skywalker","1 year experience in a similar role","0"
"4719","515496","skywalker","Minimum 2 years of experience in a similar role in a 4 or 5-star hotel","0"
"4720","515497","skywalker","Proven experience in a supervisory role within the fb or hospitality sector","0"
"4721","515497","skywalker","Bachelor’s Degree or equivalent experience","6"
"4722","515497","skywalker","Previous experience in a supervisory role within the fb or hospitality sector","0"
"4723","515498","skywalker","Proven professional experience in a similar role in a hotel environment","0"
"4724","515499","skywalker","Educational background in tourism and hospitality","4"
"4725","515500","skywalker","Graduate in cooking school","4"
"4726","515501","skywalker","Student or graduate of art cooking school","4"
"4727","515502","skywalker","Previous experience in a similar position at a 4 or 5-star boutique hotel","0"
"4728","515503","skywalker","Diploma in Hospitality or Tourism Management","5"
"4729","515503","skywalker","Relevant certifications (to be agreed upon)","4"
"4730","515503","skywalker","Previous experience in a similar role in a 4- or 5-star boutique hotel","0"
"4731","515504","skywalker","Diploma in Hospitality or Tourism Management","5"
"4732","515504","skywalker","Relevant certifications will be agreed as an asset","4"
"4733","515504","skywalker","Previous experience in a similar role in a 4- or 5-star boutique hotel","0"
"4734","515506","skywalker","Minimum experience of 2 years as customer service employee/concierge in a 5-star/boutique hotel","0"
"4735","515663","skywalker","Soft yeasts for cakes creams-desserts sweets bars","0"
"4736","515695","skywalker","Pre-service at least one year in 4 or 5 hotels","0"
"4737","515695","skywalker","Health certificate in force","2"
"4738","515701","skywalker","Previous service in a corresponding position","0"
"4739","515701","skywalker","Health certificate in force","2"
"4740","515713","skywalker","Previous service of at least 3 years in a corresponding location in a 4/5 hotel","0"
"4741","515714","skywalker","At least 1 year in a corresponding position","0"
"4742","515714","skywalker","Experience in a 4/5 hotel will be appreciated as an additional asset","0"
"4743","407881","kariera","Main rewards: competitive pay package, partial/full-time, continuous education, private security, discount on products","0"
"4744","407882","kariera","At least two years experience in accounting","0"
"4745","407883","kariera","At least 5 years of work experience in a corresponding position","0"
"4746","407884","kariera","Degree in Cooking Art","5"
"4747","407884","kariera","At least 3-4 years in professional kitchens","0"
